disease_id,disease_name
MESH:D013436,Sulfhemoglobinemia
MESH:D011350,Proctocolitis
MESH:C567241,"Mental Retardation, Autosomal Dominant 3"
MESH:D014883,Water-Electrolyte Imbalance
MESH:C536065,Oto-Palato-digital syndrome type 1
MESH:D017444,"Skin Diseases, Papulosquamous"
MESH:C537743,Oguchi disease
MESH:D010273,"Parasitic Diseases, Animal"
MESH:C563004,"Pyropoikilocytosis, Hereditary"
MESH:D016469,Fungemia
MESH:D019973,Alcohol-Related Disorders
MESH:C535387,"Arthropathy, progressive pseudorheumatoid, of childhood"
MESH:D014522,Urethral Diseases
MESH:C564166,Hyperparathyroidism 1
MESH:D014806,Vitamin B 12 Deficiency
MESH:C567426,"Hypouricemia, Renal, 2"
MESH:C537979,"Candidiasis familial chronic mucocutaneous, autosomal recessive"
MESH:D010307,Parotid Neoplasms
MESH:D006069,Gonorrhea
MESH:C563187,Acrocephalopolysyndactyly Type II
MESH:C567383,Inflammatory Bowel Disease 14
MESH:D011000,"Pleurodynia, Epidemic"
MESH:D007673,Kidney Cortex Necrosis
MESH:C563136,"Mental Retardation, X-Linked 3"
MESH:C565677,Cornea Plana 2
MESH:C567364,Joubert Syndrome 9
MESH:D014390,"Tuberculosis, Meningeal"
MESH:C565121,"Deafness, Autosomal Dominant 1"
MESH:D014845,Vulvar Diseases
MESH:C536227,Cyclic neutropenia
MESH:D013122,Spinal Diseases
MESH:C567838,Premature Ovarian Failure 7
MESH:D000160,Vestibulocochlear Nerve Diseases
MESH:D002609,Chediak-Higashi Syndrome
MESH:D020896,Hypovolemia
MESH:D008199,Lymphadenitis
MESH:D009078,Mucocele
MESH:D020330,Bell Palsy
MESH:C536030,MASS syndrome
MESH:C566393,Cerebral Cavernous Malformations 3
MESH:C563673,"Diarrhea 4, Malabsorptive, Congenital"
MESH:D010439,Peptic Ulcer Perforation
MESH:D059249,Otomycosis
MESH:C536132,Meckel syndrome type 3
MESH:C567652,"Bile Acid Malabsorption, Primary"
MESH:C565367,Mucolipidosis III Gamma
MESH:C564945,"Neuropathy, Painful"
MESH:D054975,Pallister-Hall Syndrome
MESH:D013130,Spinal Stenosis
MESH:D007822,Laryngeal Neoplasms
MESH:D016727,Orbital Pseudotumor
MESH:D055732,Pulmonary Aspergillosis
MESH:C564491,Nephrogenic Syndrome of Inappropriate Antidiuresis
MESH:C535503,"Epiphyseal dysplasia, multiple, 3"
MESH:C535428,Benign essential blepharospasm
MESH:D002916,Chylothorax
MESH:C535441,Bifid nose
MESH:D005549,Foreign-Body Reaction
MESH:D013353,Subdural Effusion
MESH:D014008,Tinea Pedis
MESH:C536940,Absent radii and thrombocytopenia
MESH:C536644,Spastic paraplegia 17
MESH:C564007,"Deafness, Autosomal Recessive 2"
MESH:D020339,Optic Nerve Glioma
MESH:D005130,Eye Hemorrhage
MESH:D005402,Fistula
MESH:D006456,Hemoglobinuria
MESH:D004108,"Dilatation, Pathologic"
MESH:C535803,succinic semialdehyde dehydrogenase deficiency
MESH:D055191,Delayed Emergence from Anesthesia
MESH:D044882,Glucose Metabolism Disorders
MESH:C565611,"Dyskeratosis Congenita, Autosomal Recessive"
MESH:C537194,Lethal congenital contracture syndrome 1
MESH:D016780,"Malaria, Vivax"
MESH:C565278,Dimethylglycine Dehydrogenase Deficiency
MESH:C567757,"Microphthalmia, Isolated 4"
MESH:C564365,"Ichthyosis, Leukocyte Vacuoles, Alopecia, And Sclerosing Cholangitis"
MESH:D025063,Chromosome Disorders
MESH:D004673,"Encephalomyelitis, Acute Disseminated"
MESH:C562420,"Brachydactyly, Type D"
MESH:D012779,Short Rib-Polydactyly Syndrome
MESH:C536345,"[OBSOLETE] Vertical talus, congenital"
MESH:D007715,Klippel-Trenaunay-Weber Syndrome
MESH:D014437,"Typhus, Endemic Flea-Borne"
MESH:C567213,"Deafness, Autosomal Recessive 1b"
MESH:D053632,X-Linked Combined Immunodeficiency Diseases
MESH:D018234,"Sarcoma, Alveolar Soft Part"
MESH:D015160,Hydrops Fetalis
MESH:D009087,Mucopolysaccharidosis VI
MESH:C562509,Popliteal Pterygium Syndrome
MESH:C535897,Limb-girdle muscular dystrophy type 2H
MESH:C563137,"Mental Retardation, X-Linked 9"
MESH:D004948,Esotropia
MESH:D011218,Prader-Willi Syndrome
MESH:D013088,Spermatocele
MESH:D006561,Herpes Simplex
MESH:D008551,Melena
MESH:D002283,"Carcinoma, Bronchogenic"
MESH:C563676,Retinitis Pigmentosa 33
MESH:D020423,Median Neuropathy
MESH:C567508,Brugada Syndrome 4
MESH:C566194,"Brachydactyly, Type E"
MESH:C567762,"Bartter Syndrome, Type 4b"
MESH:D009617,Nocardia Infections
MESH:D020268,"Alcohol-Induced Disorders, Nervous System"
MESH:D001139,Arnold-Chiari Malformation
MESH:C567021,Inflammatory Bowel Disease 10
MESH:D001196,Ascariasis
MESH:D001044,Aphonia
MESH:C536745,"Woolly hair, congenital"
MESH:C537384,"Muscular dystrophy congenital, merosin negative"
MESH:D045743,"Scleroderma, Diffuse"
MESH:C567690,"Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 3"
MESH:D011681,Pupil Disorders
MESH:D002825,Chorioretinitis
MESH:D010378,Pedophilia
MESH:D025861,"Blood Coagulation Disorders, Inherited"
MESH:D013991,Tietze's Syndrome
MESH:C537775,Anterior segment mesenchymal dysgenesis
MESH:D013614,"Tachycardia, Paroxysmal"
MESH:D005401,Fissure in Ano
MESH:D005208,Fasciitis
MESH:D008548,Melanosis
MESH:C537996,Dysgnathia complex
MESH:D020802,Epidural Abscess
MESH:C537607,"Rhizomelic chondrodysplasia punctata, type 2"
MESH:D010217,Phlebotomus Fever
MESH:D020167,Hyperlysinemias
MESH:D044148,Lymphatic Abnormalities
MESH:D020967,Myotonic Disorders
MESH:D020139,Gastroschisis
MESH:D014526,Urethritis
MESH:D019867,Anti-Glomerular Basement Membrane Disease
MESH:C567769,"Myopathy, Mitochondrial Progressive, With Congenital Cataract, Hearing Loss, And Developmental Delay"
MESH:D006998,Hypochondriasis
MESH:C563681,Aicardi-Goutieres Syndrome 4
MESH:C563120,Scott Syndrome
MESH:C537111,Brown-Vialetto-Van Laere syndrome
MESH:C536399,"Nephroblastomatosis, fetal ascites, macrosomia and Wilms tumor"
MESH:D013207,Staphylococcal Skin Infections
MESH:C536490,"Usher syndrome, type 2A"
MESH:D014069,Tonsillitis
MESH:D003137,Common Bile Duct Diseases
MESH:C563855,"Leukodystrophy, Hypomyelinating, 2"
MESH:D000257,Adenoviridae Infections
MESH:D006059,Gonadal Dysgenesis
MESH:D015823,Acanthamoeba Keratitis
MESH:C562815,Dihydropyrimidinase Deficiency
MESH:D013706,Temporomandibular Joint Dysfunction Syndrome
MESH:C536144,Megalocytic interstitial nephritis
MESH:D005383,Finger Injuries
MESH:D054438,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"
MESH:C537761,Renpenning syndrome 1
MESH:D008664,"Metal Metabolism, Inborn Errors"
MESH:C537313,"Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy"
MESH:D018273,"Carcinoma, Islet Cell"
MESH:D003428,Cross Infection
MESH:D002288,"Adenocarcinoma, Mucinous"
MESH:C566467,Combined Oxidative Phosphorylation Deficiency 3
MESH:C566874,Spinocerebellar Ataxia 10
MESH:C537344,Sinonasal undifferentiated carcinoma
MESH:D054039,Onycholysis
MESH:D020447,Parasomnias
MESH:C565708,Senior-Loken Syndrome 6
MESH:C537689,Joubert syndrome 6
MESH:D057045,Laryngopharyngeal Reflux
MESH:D011007,Pneumocephalus
MESH:D015875,Anisocoria
MESH:D004619,"Embolism, Amniotic Fluid"
MESH:C562467,"Lymphedema, Hereditary, II"
MESH:D010468,Perceptual Disorders
MESH:D020343,Hypertensive Encephalopathy
MESH:D014006,Tinea Capitis
MESH:C563678,Retinal Cone Dystrophy 3B
MESH:D004751,Enteritis
MESH:C537415,Buschke-Ollendorff syndrome
MESH:D008010,Lichen Planus
MESH:D018902,"Chondrodysplasia Punctata, Rhizomelic"
MESH:C564603,"Hypoprebetalipoproteinemia, Acanthocytosis, Retinitis Pigmentosa, And Pallidal Degeneration"
MESH:D059445,Anhedonia
MESH:C564497,"Fanconi Anemia, Complementation Group B"
MESH:D007955,Leukemoid Reaction
MESH:D007973,Leukorrhea
MESH:D012554,Schistosomiasis japonica
MESH:C565344,Split-Hand-Foot Malformation 4
MESH:D016720,Pneumocystis Infections
MESH:D005067,Euthyroid Sick Syndromes
MESH:C537919,Fertile eunuch syndrome
MESH:D004652,Empty Sella Syndrome
MESH:C566138,"Charcot-Marie-Tooth Disease, Axonal, Type 2a1"
MESH:D013166,Spondylitis
MESH:D007953,"Leukemia, Radiation-Induced"
MESH:D046589,CADASIL
MESH:C536864,"Spastic paraplegia 3, autosomal dominant"
MESH:D009214,Myoma
MESH:D010304,Paronychia
MESH:D009261,Nail-Patella Syndrome
MESH:D062689,Lipoblastoma
MESH:D016104,Oligohydramnios
MESH:D011129,Polyradiculoneuropathy
MESH:D020069,Shoulder Pain
MESH:D008118,Loiasis
MESH:D006229,Hand Dermatoses
MESH:D011273,"Pregnancy, Prolonged"
MESH:C565058,Elliptocytosis 2
MESH:C567365,"Meckel Syndrome, Type 6"
MESH:C567324,Pontocerebellar Hypoplasia Type 2C
MESH:D005884,Gingival Hemorrhage
MESH:C567842,Long Qt Syndrome 12
MESH:D014718,Vesico-Ureteral Reflux
MESH:D004695,Endocardial Fibroelastosis
MESH:C538104,Pallidopyramidal syndrome
MESH:D012003,Rectal Fistula
MESH:D056006,"Leprosy, Multibacillary"
MESH:C567709,"Muscular Dystrophy, Congenital, Due To Integrin Alpha-7 Deficiency"
MESH:D008577,Meningeal Neoplasms
MESH:D005099,Exotropia
MESH:C538275,"Autoimmune polyendocrinopathy syndrome, type 1"
MESH:C537265,"Lamellar ichthyosis, type 3"
MESH:D005832,"Genital Diseases, Male"
MESH:C566822,Perry Syndrome
MESH:C579991,Chromosome 3-Linked Frontotemporal Dementia
MESH:D017484,"Dermatitis, Phototoxic"
MESH:C566672,"[OBSOLETE] Spinal Muscular Atrophy, Proximal, Adult, Autosomal Dominant"
MESH:D011023,"Pneumonia, Staphylococcal"
MESH:D007412,Intestinal Fistula
MESH:C562573,cyclopia sequence
MESH:D005489,Focal Dermal Hypoplasia
MESH:C548033,Medullary Cystic Kidney Disease 2
MESH:C565732,"Hypobetalipoproteinemia, Familial, 2"
MESH:D056889,Barth Syndrome
MESH:C567485,"Mental Retardation, X-Linked, With Panhypopituitarism"
MESH:C535863,"Robinow syndrome, autosomal recessive"
MESH:D012019,Reflex Sympathetic Dystrophy
MESH:C564547,"Mental Retardation, X-Linked 72"
MESH:D004614,Emaciation
MESH:D028921,Biotinidase Deficiency
MESH:C567340,"Spondylocheirodysplasia, Ehlers-Danlos Syndrome-Like"
MESH:D004820,Epidermolysis Bullosa
MESH:D015140,"Dementia, Vascular"
MESH:C537380,Multiple synostoses syndrome 2
MESH:C565214,"Spastic Paraplegia 33, Autosomal Dominant"
MESH:C537839,Majeed syndrome
MESH:C535756,"Congenital disorder of glycosylation, type 2G"
MESH:C566951,"Deafness, Autosomal Recessive 63"
MESH:C567393,"Maturity-Onset Diabetes Of The Young, Type 9"
MESH:D005185,Fallopian Tube Neoplasms
MESH:C535689,Laurin-Sandrow syndrome
MESH:D018212,Giant Cell Tumor of Bone
MESH:D001836,Body Weight Changes
MESH:C563685,Retinitis Pigmentosa 31
MESH:C567043,XFE Progeroid Syndrome
MESH:C564481,Chromosome Xp11.3 Deletion Syndrome
MESH:D005311,Fetal Hypoxia
MESH:C563663,Immunodeficiency due to Defect in MAPBP-Interacting Protein
MESH:D005244,Fecal Impaction
MESH:C537633,Bjornstad syndrome
MESH:C566917,"Glycogen Storage Disease 0, Muscle"
MESH:D021921,"Aortic Stenosis, Supravalvular"
MESH:D000472,"Alkalosis, Respiratory"
MESH:C565207,"Deafness, Autosomal Recessive 67"
MESH:D014353,"Trypanosomiasis, African"
MESH:D007718,Knee Injuries
MESH:D053448,Prostatism
MESH:C537274,Ter Haar syndrome
MESH:C564322,"Deafness, Autosomal Dominant 48"
MESH:D015866,"Uveitis, Posterior"
MESH:C537580,Senior Loken Syndrome
MESH:D020083,Acquired Hyperostosis Syndrome
MESH:D014388,"Tuberculosis, Lymph Node"
MESH:C538243,"Amelogenesis imperfecta, hypoplastic-hypomaturation, X-linked 1"
MESH:D013708,Tendon Injuries
MESH:C562966,Cranioectodermal Dysplasia
MESH:C535338,"Cataract, congenital, with microcornea or slight microphthalmia"
MESH:D052801,Male Urogenital Diseases
MESH:C536648,Pendred syndrome
MESH:D017486,Acneiform Eruptions
MESH:D059226,Nociceptive Pain
MESH:D008303,Malignant Carcinoid Syndrome
MESH:D018285,Klatskin Tumor
MESH:D013121,Spinal Curvatures
MESH:C537081,Bowen-Conradi syndrome
MESH:D021501,Flank Pain
MESH:D004684,"Leukoencephalitis, Acute Hemorrhagic"
MESH:C538235,Adenylosuccinate lyase deficiency
MESH:D005935,Glucagonoma
MESH:D015154,Esophageal Motility Disorders
MESH:C564275,Neutrophil Immunodeficiency Syndrome
MESH:D040181,"Genetic Diseases, X-Linked"
MESH:D014826,Vocal Cord Paralysis
MESH:D000051,Acantholysis
MESH:C535754,Congenital disorder of glycosylation type 2E
MESH:C567861,Glycogen Storage Disease XIII
MESH:C537128,"Optic atrophy and cataract, autosomal dominant"
MESH:C537030,Lipomyelomeningocele
MESH:C566451,"Polyposis Syndrome, Hereditary Mixed, 2"
MESH:C565210,"Spastic Paraplegia 31, Autosomal Dominant"
MESH:D014190,Transvestism
MESH:D012562,"Schizophrenia, Disorganized"
MESH:C535749,Congenital disorder of glycosylation type 1K
MESH:C537357,Methylenetetrahydrofolate reductase deficiency
MESH:D006988,Hyphema
MESH:C563856,Sudden Infant Death with Dysgenesis of the Testes Syndrome
MESH:D002836,Hemophilia B
MESH:C537034,Long QT syndrome type 3
MESH:D004238,Diverticulitis
MESH:D018880,Atrial Premature Complexes
MESH:C566955,"Cataract, Cortical, Juvenile-Onset"
MESH:C548016,Hypermanganesemia with Dystonia Polycythemia and Cirrhosis
MESH:C567698,Cone-Rod Dystrophy 13
MESH:D020182,"Sleep Apnea, Central"
MESH:D014946,Wound Infection
MESH:C563662,"[OBSOLETE] Invasive Pneumococcal Disease, Recurrent Isolated, 1"
MESH:C563396,"Deafness, Autosomal Recessive 9"
MESH:C535420,"Charcot-Marie-Tooth disease, Type 4B1"
MESH:C535743,Congenital disorder of glycosylation type 1E
MESH:C565553,"Gaucher Disease, Type Iiic"
MESH:D013281,"Stomatitis, Aphthous"
MESH:C567063,"Mental Retardation, X-Linked, Syndromic 14"
MESH:D051516,Hemospermia
MESH:D020306,"Tuberculosis, Central Nervous System"
MESH:C564249,Retinitis Pigmentosa 26
MESH:C536827,Glomus vagale tumors
MESH:C566460,"Deafness, Autosomal Recessive 42"
MESH:D015819,"Substance Abuse, Intravenous"
MESH:D057096,Shellfish Poisoning
MESH:C567651,"Deafness, Autosomal Recessive 79"
MESH:C563295,"Deafness, Autosomal Dominant 12"
MESH:D018335,Rhabdoid Tumor
MESH:C566244,"Atrial Fibrillation, Familial, 4"
MESH:D014523,Urethral Neoplasms
MESH:C536085,Ichthyosis follicularis atrichia photophobia syndrome
MESH:D010034,Otitis Media with Effusion
MESH:C535475,"Corneal Dystrophy, Crystalline, of Schnyder"
MESH:C566825,Parietal Foramina With Cleidocranial Dysplasia
MESH:C531795,Idiopathic intracranial hypertension with papilledema
MESH:C567484,"Mental Retardation, X-Linked, Syndromic, Christianson Type"
MESH:D001039,"Aphasia, Broca"
MESH:C563854,"Muscular Dystrophy, Limb-Girdle, Type 2J"
MESH:C564509,"Corpus Callosum, Agenesis of, with Mental Retardation, Ocular Coloboma, and Micrognathia"
MESH:C535423,"Charcot-Marie-Tooth disease, Type 4C"
MESH:D005117,"Cardiac Complexes, Premature"
MESH:C567751,Hypotrichosis And Recurrent Skin Vesicles
MESH:D014396,"Tuberculosis, Pleural"
MESH:C567045,"Coronary Artery Disease, Autosomal Dominant 2"
MESH:D006407,"Hematoma, Epidural, Cranial"
MESH:D019584,Hot Flashes
MESH:C537095,Brachydactyly with hypertension
MESH:D016463,Sweet Syndrome
MESH:D001885,Bordetella Infections
MESH:C536049,"Osteogenesis imperfecta, type VIII"
MESH:D011226,Pre-Excitation Syndromes
MESH:C563671,Cone-Rod Dystrophy 11
MESH:C535550,Pelviscapular dysplasia
MESH:D008471,Meconium Aspiration Syndrome
MESH:D006944,Hyperglycemic Hyperosmolar Nonketotic Coma
MESH:D003874,Dermatitis Herpetiformis
MESH:C564013,"Deafness, Aminoglycoside-Induced"
MESH:C565447,Pyruvate Dehydrogenase E3-Binding Protein Deficiency
MESH:D020277,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
MESH:C563437,Retinitis Pigmentosa 17
MESH:D058866,Osteoporotic Fractures
MESH:D010954,Plasmacytoma
MESH:C567210,Endocrine-Cerebroosteodysplasia
MESH:D001996,Bronchopneumonia
MESH:D003731,Dental Caries
MESH:D058729,Peripheral Arterial Disease
MESH:C536116,Nicolaides Baraitser syndrome
MESH:C535541,Isobutyryl-CoA dehydrogenase deficiency
MESH:D000292,Pelvic Inflammatory Disease
MESH:C536109,N-acetyl glutamate synthetase deficiency
MESH:C538001,Dystonia 12
MESH:D014604,Uveal Neoplasms
MESH:D004407,Dysgerminoma
MESH:D013031,Sparganosis
MESH:D000306,Adrenal Cortex Neoplasms
MESH:D015490,HTLV-I Infections
MESH:C538159,McKusick Kaufman syndrome
MESH:C536486,"Usher syndrome, type 1C"
MESH:C567476,"Mental Retardation, X-Linked, Syndromic, Turner Type"
MESH:C535342,"Cataract, zonular"
MESH:C536781,"T-cell immunodeficiency, congenital alopecia and nail dystrophy"
MESH:C535746,Congenital disorder of glycosylation type 1H
MESH:D012652,Self Mutilation
MESH:D003453,Cryptococcosis
MESH:C535402,Galactorrhea-Hyperprolactinemia
MESH:C536880,Spinal muscular atrophy with respiratory distress 1
MESH:C536816,"Distal myopathy, Nonaka type"
MESH:D014076,Tooth Diseases
MESH:C562897,"Renal Tubular Acidosis, Distal, with Progressive Nerve Deafness"
MESH:D004184,Dirofilariasis
MESH:C566447,"Microphthalmia, Isolated, with Coloboma 3"
MESH:C536316,"Peeling skin syndrome, acral type"
MESH:D000754,"Anemia, Refractory, with Excess of Blasts"
MESH:D000752,"Anemia, Pernicious"
MESH:D002291,"Carcinoma, Papillary"
MESH:D008100,Liver Abscess
MESH:D008557,Melorheostosis
MESH:C567713,"Ciliary Dyskinesia, Primary, 13"
MESH:C537589,Severe combined immunodeficiency with sensitivity to ionizing radiation
MESH:D005891,Gingivitis
MESH:D013159,Splenic Infarction
MESH:C537361,Methylmalonic aciduria cblB type
MESH:C537799,Gerodermia osteodysplastica
MESH:D006616,Hip Contracture
MESH:C536300,Partington X-linked mental retardation syndrome
MESH:D006053,Goldenhar Syndrome
MESH:C563714,"[OBSOLETE] Sarcoidosis, Early-Onset"
MESH:D018442,"Lymphoma, B-Cell, Marginal Zone"
MESH:C538157,Blau syndrome
MESH:D003811,Dentinogenesis Imperfecta
MESH:C562793,"Hypophosphatemic Rickets with Hypercalciuria, Hereditary"
MESH:D012282,Rickettsia Infections
MESH:C563924,"Colorectal Adenomatous Polyposis, Autosomal Recessive"
MESH:C563110,Proud Syndrome
MESH:C575534,"Ceroid lipofuscinosis, neuronal 5"
MESH:C567147,"Amelogenesis Imperfecta, Type Ic"
MESH:D015267,Churg-Strauss Syndrome
MESH:C537934,Finnish lethal neonatal metabolic syndrome
MESH:D005329,"Fetishism, Psychiatric"
MESH:D016862,"Tuberculoma, Intracranial"
MESH:D020828,Pseudobulbar Palsy
MESH:C565924,Atrichia with Papular Lesions
MESH:C531755,Kidney disorder involving deposition of calcium and oxalate or phosphate in the renal tubules
MESH:C566487,2-Methylbutyryl-CoA Dehydrogenase Deficiency
MESH:D016459,Prosthesis-Related Infections
MESH:D056151,Airway Remodeling
MESH:C537955,Cerulean cataract
MESH:C538424,Harlequin type ichthyosis
MESH:C536333,"Polydactyly, preaxial 4"
MESH:D009091,Mucormycosis
MESH:C538499,"[OBSOLETE] Erythema migrans, lingual"
MESH:D002822,Choriocarcinoma
MESH:D011271,"Pregnancy, Ectopic"
MESH:D000386,AIDS-Related Complex
MESH:C562385,Iron-Refractory Iron Deficiency Anemia
MESH:D016063,"Blood Loss, Surgical"
MESH:C536015,Achondrogenesis type 1A
MESH:D003218,Condylomata Acuminata
MESH:C564482,"Mental Retardation, X-Linked 91"
MESH:D020202,"Cerebral Hemorrhage, Traumatic"
MESH:D019522,Vaginal Discharge
MESH:D018461,Soft Tissue Infections
MESH:C536458,"Von Willebrand disease, platelet type"
MESH:D003457,Cryptosporidiosis
MESH:D008218,Lymphocytosis
MESH:C564833,"Rh-Null, Regulator Type"
MESH:D051270,"Headache Disorders, Primary"
MESH:D015814,Ocular Hypotension
MESH:D006986,Hypervitaminosis A
MESH:C566923,"Cataract, Congenital Nuclear, Autosomal Recessive 3"
MESH:C563691,"Alpha-Beta T-Cell Lymphopenia with Gamma-Delta T-Cell Expansion, Severe Cytomegalovirus Infection, and Autoimmunity"
MESH:C567025,"Microphthalmia, Isolated 3"
MESH:D015161,"Dementia, Multi-Infarct"
MESH:C567582,Joubert Syndrome 10
MESH:C536642,"Spastic paraplegia 15, autosomal recessive"
MESH:D017695,Soft Tissue Injuries
MESH:D007007,Hypohidrosis
MESH:C567714,"Mental Retardation, Autosomal Recessive 13"
MESH:D001250,"Asthma, Exercise-Induced"
MESH:D007411,"Intestinal Diseases, Parasitic"
MESH:C566473,"Tumoral Calcinosis, Normophosphatemic, Familial"
MESH:D005348,Fibrocystic Breast Disease
MESH:D055496,Neurogenic Bowel
MESH:C567325,Pontocerebellar Hypoplasia Type 2B
MESH:C536681,Warburg Sjo Fledelius syndrome
MESH:C537456,"Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance"
MESH:C536957,Temporomandibular ankylosis
MESH:D041881,"Cholecystitis, Acute"
MESH:D011776,Pyuria
MESH:D008478,Mediastinal Emphysema
MESH:C537989,"Charcot-Marie-Tooth disease, Type 2B"
MESH:C563649,Keratoconus 1
MESH:C565249,"Atrioventricular Septal Defect, Partial, with Heterotaxy Syndrome"
MESH:D000308,Adrenocortical Hyperfunction
MESH:C567003,"Meckel Syndrome, Type 4"
MESH:D001100,Arachnoiditis
MESH:D005862,Gerstmann Syndrome
MESH:D008039,Linitis Plastica
MESH:D008480,Mediastinitis
MESH:D010850,Picornaviridae Infections
MESH:D014515,Ureteral Diseases
MESH:D017192,"Skin Diseases, Bacterial"
MESH:C563010,"Neutrophilia, Hereditary"
MESH:D006058,Gonadal Disorders
MESH:D019846,Miller Fisher Syndrome
MESH:D018438,Blue Toe Syndrome
MESH:D020220,Facial Nerve Injuries
MESH:D013530,Surgical Wound Infection
MESH:D012466,Salivary Gland Diseases
MESH:D003354,Corynebacterium Infections
MESH:D009382,"Neoplasms, Unknown Primary"
MESH:D065606,Metabolic Side Effects of Drugs and Substances
MESH:D020267,MPTP Poisoning
MESH:C567090,Familial Cold Autoinflammatory Syndrome 2
MESH:D045602,Steatorrhea
MESH:D014394,"Tuberculosis, Osteoarticular"
MESH:D009230,Myxedema
MESH:D051271,"Headache Disorders, Secondary"
MESH:D003551,Cysticercosis
MESH:D005156,Facial Neuralgia
MESH:C563775,Myotilinopathy
MESH:C566947,"Mental Retardation, Autosomal Dominant 1"
MESH:C567212,"Ciliary Dyskinesia, Primary, 11"
MESH:D009423,Nervous System Neoplasms
MESH:C567378,Inflammatory Bowel Disease 17
MESH:D056768,Giant Axonal Neuropathy
MESH:C536984,MORM syndrome
MESH:C566483,Retinal Cone Dystrophy 3A
MESH:D004605,"Elephantiasis, Filarial"
MESH:D002194,Capgras Syndrome
MESH:D011645,Puerperal Infection
MESH:C563705,"Deafness, Autosomal Recessive 23"
MESH:C566510,Parietal Foramina 2
MESH:D058734,Exsanguination
MESH:D014715,Vertebrobasilar Insufficiency
MESH:C567492,"Pituitary Hormone Deficiency, Combined, 4"
MESH:D055953,Microscopic Polyangiitis
MESH:D015435,"Panniculitis, Lupus Erythematosus"
MESH:D020432,Trochlear Nerve Diseases
MESH:C563016,pseudofolliculitis barbae
MESH:D008924,Mite Infestations
MESH:D010373,Lice Infestations
MESH:D014606,"Uveitis, Anterior"
MESH:C564391,Newfoundland Rod-Cone Dystrophy
MESH:D004382,Duodenitis
MESH:D018792,"Encephalitis, Viral"
MESH:C567555,"Leukocyte Adhesion Deficiency, Type III"
MESH:D006876,Hydrothorax
MESH:C538189,Fuhrmann syndrome
MESH:D010309,Parotitis
MESH:C535326,Holt-Oram syndrome
MESH:C535501,"Epiphyseal dysplasia, multiple, 1"
MESH:C566968,"Muscular Dystrophy, Limb-Girdle, Type 2L"
MESH:D002137,Calculi
MESH:D009497,Neurotic Disorders
MESH:D014385,"Tuberculosis, Gastrointestinal"
MESH:D007767,Lacrimal Duct Obstruction
MESH:D002559,Cerebrospinal Fluid Rhinorrhea
MESH:D007775,Lactation Disorders
MESH:D006491,Hemothorax
MESH:D012295,Rift Valley Fever
MESH:D000757,Anencephaly
MESH:D004422,Dystonia Musculorum Deformans
MESH:C535608,Aicardi-Goutieres syndrome 5
MESH:D002429,Cecal Diseases
MESH:D004881,Ergotism
MESH:C564597,Cone-Rod Dystrophy 10
MESH:D005886,Gingival Hypertrophy
MESH:C564494,"Mental Retardation, X-Linked, Syndromic, Jarid1c-Related"
MESH:D020206,"Subarachnoid Hemorrhage, Traumatic"
MESH:D010254,Paranasal Sinus Diseases
MESH:D013125,Spinal Neoplasms
MESH:D020421,Vagus Nerve Diseases
MESH:D007027,Hypothalamic Diseases
MESH:D001926,Brain Death
MESH:C566222,Bpes With Duane Retraction Syndrome
MESH:D018746,Systemic Inflammatory Response Syndrome
MESH:D000151,Acinetobacter Infections
MESH:D004893,Erythema Nodosum
MESH:C537055,Alopecia universalis
MESH:C564507,"Cone-Rod Dystrophy, X-Linked, 3"
MESH:D018633,Pulmonary Atresia
MESH:D003317,"Corneal Dystrophies, Hereditary"
MESH:C565360,MASP2 Deficiency
MESH:C567906,"Mental Retardation, X-Linked 1"
MESH:D013613,"Tachycardia, Ectopic Junctional"
MESH:D009304,Nasopharyngitis
MESH:C566963,Atrial Septal Defect 4
MESH:C535687,Roberts Syndrome
MESH:D012749,Sexually Transmitted Diseases
MESH:D009444,"Neuritis, Autoimmune, Experimental"
MESH:D018302,"Neoplasms, Neuroepithelial"
MESH:D020526,Brain Stem Infarctions
MESH:D007744,Obstetric Labor Complications
MESH:C562683,"Cystinosis, Late-Onset Juvenile or Adolescent Nephropathic Type"
MESH:C563415,Cone-Rod Dystrophy 5
MESH:C538287,Cataract microcornea syndrome
MESH:D020924,Urological Manifestations
MESH:D017499,Porokeratosis
MESH:D013952,Thymus Hyperplasia
MESH:C564567,"Simpson-Golabi-Behmel Syndrome, Type 2"
MESH:D020516,Brachial Plexus Neuropathies
MESH:D020338,Vestibular Neuronitis
MESH:D010494,"Pericarditis, Constrictive"
MESH:D000231,"Adenocarcinoma, Papillary"
MESH:D000196,Actinomycosis
MESH:D018458,Persistent Vegetative State
MESH:D005322,Premature Rupture of Fetal Membranes
MESH:C563307,"Cardiomyopathy, Dilated, 1C"
MESH:C562790,"Hypercalciuria, Absorptive, 2"
MESH:D020232,Kluver-Bucy Syndrome
MESH:C567645,Miyoshi Muscular Dystrophy 3
MESH:C536779,Systemic necrotizing angiitis
MESH:D012614,Scurvy
MESH:C536771,Yemenite deaf-blind hypopigmentation syndrome
MESH:C565386,Methylmalonyl-CoA Epimerase Deficiency
